ID du Bilan GES,Type de structure,Type de collectivité,Raison sociale / Nom de l'entité,Année de reporting,Date de publication,Mode de consolidation,Descriptif sommaire de l'activité,SIREN,Libellé,Région,Ville,Emissions publication P1 - tCO2e,Emissions publication P2 - tCO2e,Emissions publication P3 - tCO2e,Emissions publication P4 - tCO2e,Emissions publication P5 - tCO2e,Emissions publication P6 - tCO2e,Emissions publication P7 - tCO2e,Emissions publication P8 - tCO2e,Emissions publication P9 - tCO2e,Emissions publication P10 - tCO2e,Emissions publication P11 - tCO2e,Emissions publication P12 - tCO2e,Emissions publication P13 - tCO2e,Emissions publication P14 - tCO2e,Emissions publication P15 - tCO2e,Emissions publication P16 - tCO2e,Emissions publication P17 - tCO2e,Emissions publication P18 - tCO2e,Emissions publication P19 - tCO2e,Emissions publication P20 - tCO2e,Emissions publication P21 - tCO2e,Emissions publication P22 - tCO2e,Emissions publication P23 - tCO2e
132,Etablissement public,,UNIVERSITE DE LILLE 1 - Sciences et Technologies,1/1/2015,11/13/2015,Opérationnel,Etablissement Public d'Enseignement Supérieur et de Recherche,195935598.0,Enseignement supérieur,,Villeneuve d'Ascq,430.0,143.0,0.0,90.0,0.0,552.00,3908.00,0.00,420.00,1621.00,588.00,0.00,510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,8759.0,0.0
133,Entreprise,,ITS GROUP,1/1/2014,11/16/2015,Opérationnel,"ITS Group est une ESN, spécialisée dans le développement durable des infrastructures IT. Le groupe propose une offre de solutions et services spécialisés à très forte valeur ajoutée et s'engage aux côtés des Directions Informatiques dans une démarche d'optimisation et d'industrialisation des infrastructures et des applications._x000D_
",404536922.0,Conseil en systèmes et logiciels informatiques,,Boulogne-Billancourt,,78.0,,,,179.00,77.00,,,,,,,,,,,,,,,,
134,Etablissement public,,Université de Bretagne Occidentale,1/1/2012,11/16/2015,Opérationnel,Établissement d'enseignement supérieur et de recherche,192903466.0,Enseignement supérieur,,BREST,1361.0,1223.0,4.0,,,426.00,0.00,561.00,350.00,2746.00,58.00,0.00,2174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,4.0
138,Entreprise,,Adidas France SARL,1/1/2014,12/2/2015,Opérationnel,Commerce de gros d'habillement et de chaussures,85480069.0,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,,Landersheim,490.06,,,9.47,,oui,,,,,,,,,,,,,,,,,
139,Etablissement public,,E.P.D.S.,1/1/2014,11/23/2015,Opérationnel,EHPAD de 250 lits; 30 lits de SSR et 30 lits d'USLD,265703041.0,Activités hospitalières,,GORZE,244.0,9.0,,,,32.00,,86.00,,2.00,,,,,,,,,,,,,
140,Entreprise,,Informatique Banque Populaire,1/1/2014,11/26/2015,Opérationnel,Informatique bancaire,435377684.0,Tierce maintenance de systèmes et d'applications informatiques,,,203.0,22.0,,180.0,0.0,431.00,0.00,143.00,748.00,1432.00,40.00,20.00,384.00,,,,195.00,,,,,,844.0
141,Entreprise,,NICOLLIN SAS,1/1/2014,12/23/2015,Opérationnel,"3ème opérateur français dans la gestion de déchets : _x000D_
- Collecte des déchets ménagers et assimilés_x000D_
- Tri de la collecte sélective et des déchets d'activités économiques _x000D_
- Nettoiement urbain._x000D_
",775644149.0,Collecte des déchets non dangereux,,SAINT FONS,7668.0,14774.0,1.0,,,247.00,,,,,,,,,,,,,,,,,
143,Entreprise,,DUC,1/1/2014,1/6/2016,Opérationnel,"Abattage, Découpe, Transformation, Conditionnement de viande de volailles",722621166.0,Transformation et conservation de la viande de volaille,,Chailley,9164.62,,,,,2118.56,,,,,,,,,,,,,,,,,
144,Etablissement public,,CENTRE HOSPITALIER NORD DEUX-SEVRES,1/1/2014,12/2/2015,Opérationnel,,267901213.0,Activités hospitalières,,PARTHENAY,2798.0,293.0,0.0,25.0,,,,,,,,,,,,,,,,,,,
146,Etablissement public,,UNIVERSITE D'ARTOIS,1/1/2015,8/30/2016,Opérationnel,Établissement Public d'Enseignement Supérieur et de Recherche ,196244016.0,Enseignement supérieur,,ARRAS,2910.35,,,1.62,,153.16,,,185.71,1795.92,88.48,,248.69,,,,,,,,,8208.15,
148,Entreprise,,VETOQUINOL,1/1/2014,12/17/2015,Opérationnel,Industrie pharmaceutique vétérinaire,676250111.0,Fabrication de préparations pharmaceutiques,,Magny-Vernois,2032.0,,,,,,,,,,,,,,,,,,,,,,
149,Entreprise,,ARKEMA FRANCE,1/1/2014,12/18/2015,Opérationnel,"Le Groupe est un acteur important de l'industrie chimique mondiale._x000D_
Le secteur d'activité auquel le Groupe appartient, communément appelé « industrie des industries », fabrique une gamme variée de produits à destination d'autres grandes industries : bâtiment, emballage, chimie, automobile, électronique, alimentation, pharmacie, etc.",319632790.0,Fabrication d'autres produits chimiques organiques de base,,Colombes,436100.0,900.0,212200.0,69800.0,,49900.00,125500.00,,,,,,,,,,,,,,,,
150,Entreprise,,TRIBALLAT SAS,1/1/2014,1/15/2016,Opérationnel,Fabrication de produits laitiers et à base de soja.,709200307.0,Fabrication de lait liquide et de produits frais,,Noyal sur Vilaine,10598.09,2049.25,8.0,228.77,,2015.90,,3495.64,,,,,,,,,,,,,,,
153,Entreprise,,MONOPRIX SAS,1/1/2014,12/11/2015,Opérationnel,"Issu de la grande tradition des magasins populaires née dans les années 1930, Monoprix est au c?ur de la ville depuis plus de 80 ans avec le même leitmotiv : rendre le beau et le bon accessibles à tous. _x000D_
Engagé dans une démarche de développement durable depuis plus de 25 ans, Monoprix veille à mettre tout en ?uvre pour réduire l'impact de ses activités sur l'environnement (conception et équipements des magasins, choix de transport plus respectueux de l'environnement ou gestion des déchets).",552083297.0,Activités des sièges sociaux,,Nanterre,10648.0,1237.0,0.0,107567.0,0.0,10102.00,1681.00,3466.00,0.00,0.00,0.00,2694.00,1336.00,0.00,0.00,0.00,30404.00,0.00,0.00,0.00,0.0,0.0,0.0
154,Entreprise,,PDM Industries,1/1/2014,12/14/2015,Opérationnel,Production papiers minces spéciaux,399311745.0,Fabrication de papier et de carton,,QuimperlÃ©,6663.0,113.0,,,0.0,oui,oui,,,,,,,,,,,,,,,,
156,Entreprise,,ENGIE ENERGIE SERVICES SA,1/1/2014,12/14/2015,Opérationnel,"ENGIE ENERGIE SERVICES est une des cinq branches d'activité du Groupe ENGIE, l'un des premiers énergéticiens au niveau international._x000D_
ENGIE ENERGIE SERVICES conçoit et met en ?uvre des solutions d'efficacité énergétique et environnementale au travers de prestations multi techniques.",552046955.0,Production et distribution de vapeur et d'air conditionné,,PARIS LA DEFENSE,3968289.0,133017.0,,48190.0,,11053.00,,,,,,,,,,,,,,,,,
158,Entreprise,,ACOME,1/1/2014,12/14/2015,Opérationnel,"La société ACOME fabricant de câbles, de fibre optique et de tubes de synthèse ",562123513.0,Fabrication d'autres fils et câbles électroniques ou électriques,,PARIS,1926.0,219.0,1117.0,23.0,,2458.00,,,,,,,,,,,,,,,,,
160,Entreprise,,COFEL,1/1/2015,12/22/2015,Opérationnel,"COFEL avec ses marques Bultex, Epeda et Mérinos, est spécialisé dans la fabrication et la commercialisation d'articles de literie.",382286904.0,Activités des sièges sociaux,,PARIS,1124.0,540.0,0.0,25.0,0.0,oui,,,,,,,,,,,,,,,,,
161,Entreprise,,Bouygues Batiment Nord-Est,1/1/2015,1/4/2016,Opérationnel,Entreprise Générale de BTP,758801906.0,Construction d'autres bâtiments,,Villeneuve d'Ascq cedex,25.65,2620.96,0.0,0.0,0.0,982.75,0.00,89.60,71681.00,2889.00,642.00,5614.00,5469.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0
162,Entreprise,,SYSTEME U OUEST,1/1/2015,12/17/2015,Opérationnel,Coopérative / Centrale d'achat d'approvisionnement de produits alimentaires et non alimentaires,867800427.0,Centrales d'achat alimentaires,,CARQUEFOU CEDEX,1704.0,849.0,4610.0,2294.0,,oui,oui,,oui,oui,,,,,,,,,,,,,
163,Entreprise,,BOUYGUES CONSTRUCTION MATERIEL,1/1/2014,12/21/2015,Opérationnel,Location et maintenance de matériels,334204971.0,Location et location-bail de machines et équipements pour la construction,,Tourville La RiviÃ¨re,462.0,1107.0,,,,514.00,,51.00,12729.00,21886.00,,5.00,389.00,,,,,,,,,,
164,Entreprise,,BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE,1/1/2014,12/17/2015,Opérationnel,Banque et Assurance,755501590.0,Autres intermédiations monétaires,,BORDEAUX,528.0,641.0,,205.0,,821.00,0.00,453.00,10414.00,2220.00,34.00,2225.00,747.00,0.00,0.00,0.00,1832.00,0.00,0.00,0.00,0.0,0.0,4860.0
165,Entreprise,,CAISSE REGIONALE CREDIT AGRICOLE TOULOUSE 31,1/1/2014,12/23/2015,Opérationnel,BANQUE ASSURANCES ET IMMOBILIER,776916207.0,Autres intermédiations monétaires,,TOULOUSE,10.56,1318.02,,110.11,,437.00,,457.00,1260.00,2350.00,6.00,152.00,226.00,,,,1500.00,,,,,,27.0
166,Entreprise,,STIME,1/1/2013,12/18/2015,Opérationnel,"La société STIME constitue la Direction Opérationnelle des Systèmes d'Information du Groupement des Mousquetaires. Elle a pour mission de définir et de piloter la stratégie d'organisation des réseaux d'information de l'ensemble des structures communes du groupement._x000D_
Les missions de la STIME sont en particulier :_x000D_
- Informatiser les activités du Groupement_x000D_
- Produire et assurer la sécurité et la pérennité des applications_x000D_
- Assister lors des ouvertures de bases logistiques et Points de Vente_x000D_
",301850277.0,Conseil en systèmes et logiciels informatiques,,MONTROUGE,498.4,55.57,0.0,187.4,0.0,,,,,,,,,,,,,,,,,,
167,Entreprise,,COFIROUTE,1/1/2015,12/18/2015,Opérationnel,"Cofiroute exploite un réseau de 1 111 km d'autoroutes couvrant le centre-ouest de la France (A10, A11, A19, A28, A71, A81, A85, Duplex A86). Elle exploite également depuis juin 2009 l'A19 entre Artenay et Courtenay (101 km). ",552115891.0,Services auxiliaires des transports terrestres,,Rueil Malmaison,651.0,6029.0,0.0,40.0,0.0,2166.00,0.00,,,,,,,,,,,3045564.00,,,,,
168,Entreprise,,Bouygues Bâtiment Centre Sud-Ouest,1/1/2014,1/29/2016,Opérationnel,"Entreprise générale de Bâtiment, conception et construction de logements, d'ouvrages fonctionnels et de bâtiments industriels, en neuf ou en réhabilitation.",310505748.0,Construction d'autres bâtiments,,MÃ©rignac,30.6,2153.06,0.0,0.0,0.0,1052.05,0.00,,,,,,,,,,,,,,,,
171,Entreprise,,ENGIE S. A.,1/1/2014,12/23/2015,Opérationnel,"Le Groupe propose des solutions performantes et innovantes aux particuliers, aux villes et aux entreprises en s'appuyant sur un portefeuille d'approvisionnement gazier diversifié, un parc de production électrique flexible et peu émetteur de CO? et une expertise unique dans quatre secteurs clés : le gaz naturel liquéfié, les services à l'efficacité énergétique, la production indépendante d'électricité et les services à l'environnement._x000D_
_x000D_
ENGIE compte 152 900 collaborateurs dans le monde en 2014.",542107651.0,Commerce de combustibles gazeux par conduites,,Paris-La-DÃ©fense,8258089.0,1213391.0,145138.0,617559.0,,oui,oui,,,,,,,,,,,,,,,,
173,Entreprise,,Système U Centrale Nationale,1/1/2014,12/22/2015,Opérationnel,Distribution à dominante alimentaire,304602956.0,Centrales d'achat non alimentaires,,Rungis,,164.0,,,,201.00,,,,,,,,,,,,,,,,,
174,Entreprise,,GEFCO FRANCE SAS,1/1/2014,12/18/2015,Opérationnel,Transport-Logistique de véhicules et marchandises,789791464.0,Affrètement et organisation des transports,,COURBEVOIE,2831.0,26531.0,0.0,0.0,0.0,1504.00,0.00,,,,,,,,,,,,,,,,
175,Entreprise,,Renault SAS,1/1/2014,12/21/2015,Opérationnel,Construction de véhicules automobiles,780129987.0,Construction de véhicules automobiles,,Boulogne Billancourt,147265.0,16654.0,,3591.0,,oui,,,,,,,,,,,,,,,,,
176,Entreprise,,Maubeuge Construction Automobile (MCA),1/1/2014,12/21/2015,Opérationnel,Construction automobile de véhicules utilitaires et particuliers (Kangoo II),702023433.0,Construction de véhicules automobiles,,Maubeuge,21182.0,1011.0,,195.0,,2199.00,,,,,,,,,,,,,,,,,
178,Entreprise,,ITM LEMI,1/1/2014,2/24/2016,Opérationnel,"L'entité ITM LEMI assure l'approvisionnement en marchandises pour l'enseigne Bricomarché grâce à ses 3 entrepôts logistiques et à son ENT (Etablissement National de Transport) qui se charge d'assurer le transport des marchandises. ITM LEMI employait 678 personnes à fin 2014._x000D_
En 2014, ce sont 866 376 m3 de marchandises qui ont été transportés et livrés, pour 29 392 478 conditionnements préparés sur entrepôts._x000D_
",514111145.0,Entreposage et stockage non frigorifique,,BONDOUFLE,371.0,4967.5,,13.0,,,,,,,,,,,,,,,,,,,
179,Entreprise,,Société des Véhicules Automobiles de Batilly,1/1/2014,12/21/2015,Opérationnel,construction automobile de véhicules utilitaires (Master),319851408.0,Construction de véhicules automobiles,,Batilly,26883.0,851.0,,109.0,,2256.00,,,,,,,,,,,,,,,,,
180,Entreprise,,Société de Transmissions Automatiques (STA),1/1/2014,12/21/2015,Opérationnel,fabrication de pièces mécaniques,370200537.0,Fabrication d'autres équipements automobiles,,Ruitz,2442.0,197.0,,,,1146.00,,,,,,,,,,,,,,,,,
181,Entreprise,,SERARE SAS,1/1/2014,12/21/2015,Opérationnel,Restauration commerciale a table ,305836033.0,Restauration traditionnelle,,courcouronnes,2747.0,199.0,0.0,2714.0,0.0,1626.00,0.00,1166.00,102185.00,3186.00,1397.00,5014.00,94.00,0.00,0.00,4483.00,0.00,0.00,0.00,0.00,0.0,3262.0,0.0
182,Entreprise,,Renault Retail Group France,1/1/2014,12/21/2015,Opérationnel,"Distribution automobile (vente, après-vente, location de véhicule automobile)",312212301.0,Commerce de voitures et de véhicules automobiles légers,,Clamart,13326.0,,,100.0,,1436.00,,,,,,,,,,,,,,,,,
183,Etablissement public,,Centre Hospitalier de Jury,1/1/2014,12/21/2015,Opérationnel,établissement public de santé spécialisé en psychiatrie,265700021.0,Activités hospitalières,,,1873.47,111.7,,,,63.97,5.57,395.55,,,,,,,,,,,,,,,
187,Entreprise,,SOCIETE MEDITERRANEENNE DE NETTOIEMENT,1/1/2014,12/23/2015,Opérationnel,"3ème opérateur français dans la gestion de déchets : _x000D_
- Collecte des déchets ménagers et assimilés_x000D_
- Tri de la collecte sélective et des déchets d'activités économiques _x000D_
- Nettoiement urbain._x000D_
",326180544.0,Collecte des déchets non dangereux,,MONTPELLIER,8.0,13340.0,1.0,,,261.00,,,,,,,,,,,,,,,,,
188,Entreprise,,LFB BIOMEDICAMENTS,1/1/2014,12/28/2015,Financier,laboratoire pharmaceutique,491371167.0,Recherche-développement en autres sciences physiques et naturelles,,les ulis,5977.0,,,4748.0,,oui,oui,,,,,,,,,,,,,,,,
190,Entreprise,,SCIC NICE MATIN,1/1/2015,12/22/2015,Opérationnel,Presse Quotidienne Régionale,804790350.0,Édition de journaux,,NICE,50.0,428.0,0.0,0.0,,453.00,0.00,0.00,,,,,18475.00,,,,,,,,,,
191,Entreprise,,AXA France,1/1/2014,10/14/2016,Opérationnel,"Nos expertises s'expriment à travers une offre de produits et de services adaptés à chaque client dans trois grands domaines d'activités : l'assurance dommages, l'assurance vie et la gestion d'actifs.",722057460.0,Autres assurances,,Nanterre,2231.0,8227.0,,187.0,,2646.00,1259.00,,,,,,3706.00,,,,,,,,,7277.0,
192,Entreprise,,Banque Populaire Atlantique,1/1/2014,12/28/2015,Opérationnel,Banque et Assurance,857500227.0,Autres intermédiations monétaires,,NANTES Cedex 9,248.0,192.7,0.0,21.7,0.0,492.00,0.00,221.80,7234.00,1946.40,28.60,1000.20,977.00,0.00,0.00,1269.50,0.00,0.00,0.00,0.00,0.0,1537.8,0.0
193,Entreprise,,KEOLIS LYON,1/1/2016,9/12/2017,Opérationnel,"Transport Public de Voyageurs _x000D_
Keolis Lyon exploite le réseau TCL pour le compte du SYTRAL (Syndicat Mixte des Transports pour le Rhône et l'agglomération Lyonaise).",308077635.0,Transports urbains et suburbains de voyageurs,,LYON,3354.0,48718.0,0.0,2.0,0.0,6068.00,0.00,13350.00,8852.00,36171.00,410.00,29.00,63.00,0.00,0.00,61.00,0.00,0.00,0.00,0.00,0.0,7129.0,0.0
194,Entreprise,,CREDIT FONCIER DE FRANCE,1/1/2014,1/6/2016,Opérationnel,"Première société spécialisée dans les financements et les services immobiliers en France, filiale du Groupe BPCE. ",542029848.0,Autres intermédiations monétaires,,CHARENTON,555.0,1212.0,,,,809.00,444.00,629.00,9002.00,3780.00,25.00,639.00,1031.00,,,,604.00,,,,,,588.0
195,Entreprise,,CHEQUE DEJEUNER,1/1/2014,12/23/2015,Opérationnel,"Commercialisation, émission et livraison de titres de paiement à destination des entreprises, des collectivités et des institutions",642044366.0,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",,Gennevilliers,0.0,158.0,0.0,498.0,0.0,209.00,0.00,118.00,1230.00,642.00,0.00,114.00,451.00,0.00,0.00,0.00,5.00,0.00,15.00,0.00,0.0,909.0,0.0
196,Entreprise,,BUREAU VERITAS,1/1/2014,12/23/2015,Opérationnel,Réalisation d'évaluations de conformité appliquées aux domaines Qualité - Sécurité - Environnement,775690621.0,"Analyses, essais et inspections techniques",,NEUILLY,67.0,15934.0,0.0,53.0,0.0,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0
202,Entreprise,,Caisse d'Epargne Lorraine Champagne-Ardenne,1/1/2014,12/23/2015,Opérationnel,"La Caisse d'Epargne et de Prévoyance de Lorraine Champagne-Ardenne a pour objet toutes opérations de banque, de services d'investissement et d'intermédiation d'assurance effectuées avec ses sociétaires, les sociétaires des Sociétés Locales d'Epargne qui lui sont affiliées et avec les tiers. ",775618622.0,Autres intermédiations monétaires,,METZ,657.0,558.0,,52.0,,1015.00,150.00,654.00,2688.00,2616.00,77.00,2677.00,634.00,,,1409.00,,,,,,4014.0,
203,Entreprise,,MAIF,1/1/2014,1/28/2016,Opérationnel,Assureur personnes physiques et associations et collectivité pour l'habitation et l'automobile + épargne ,775709702.0,Autres assurances,,NIORT,579.68,942.84,,460.47,,1832.38,,945.25,14363.75,14214.50,96.05,,2536.47,,206.87,3700.30,,,,,4080.26,7437.92,
204,Entreprise,,Accenture,1/1/2014,1/19/2016,Opérationnel,,732075312.0,Conseil en systèmes et logiciels informatiques,,Paris,,0.0,,,,,,,,,,,,,,,,,,,,,
206,Entreprise,,Yara France,1/1/2014,12/23/2015,Opérationnel,Production et vente d'engrais et production et vente de produits chimiques et gaz à usage industriel. ,622042422.0,Fabrication de produits azotés et d'engrais,,Paris la DÃ©fense,6482.0,1200.0,844845.0,,,oui,,,,,,,,,,,,,,,,,
207,Entreprise,,SYSTEME U Centrale Régionale Sud,1/1/2014,12/30/2015,Opérationnel,Centrale d'achat alimentaire,306020140.0,Centrales d'achat alimentaires,,Vendargues,861.0,757.0,0.0,52.0,0.0,oui,,,,,,,,,,,,,,,,,
208,Entreprise,,BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE,1/1/2014,12/23/2015,Opérationnel,"Créées par et pour les entrepreneurs, les Banques Populaires forment aujourd'hui le 4ème réseau bancaire en France. Ce réseau compte 16 Banques Populaires régionales et deux banques à compétence nationale, le Crédit Coopératif et la CASDEN Banque Populaire. Acteur clé de l'économie régionale, la Banque Populaire soutient et encourage l'audace de tous ceux qui entreprennent. Première banque des PME et des artisans, elle est leader des prêts à la création d'entreprise. S'engager au service des pro",542820352.0,Autres intermédiations monétaires,,DIJON,968.0,466.0,,203.0,,570.00,,513.00,7897.00,2238.00,45.00,3037.00,817.00,,,,2083.00,,,,,1779.0,
209,Entreprise,,SYSTEME U CENTRALE REGIONALE EST,1/1/2014,1/4/2016,Opérationnel,Coopérative d'achat d'approvisionnement de produits alimentaires et non alimentaires,946051018.0,Centrales d'achat alimentaires,,MULHOUSE,464.51,802.27,,0.2,,oui,,,,,,,,,,,,,,,,,
210,Entreprise,,METRO France,1/1/2014,12/24/2015,Opérationnel,Libre service de gros réservé aux professionnels,399315613.0,Commerce de gros (commerce interentreprises) non spécialisé,,Nanterre,4899.0,1149.0,,28793.0,,oui,,,,,,,,,,,,,,,,,
211,Entreprise,,FLEXI FRANCE,1/1/2014,12/24/2015,Financier,"Activité de design, fabrication et fourniture de produits flexibles de haute technologie pour l'industrie pétrolière « offshore »",428734123.0,Fabrication d'autres articles métalliques,,Le Trait,1486.0,580.0,,,,374.00,0.00,470.00,80919.00,3231.00,1012.00,1470.00,0.00,44.00,0.00,36.00,4828.00,0.00,173.00,0.00,0.0,3261.0,0.0
212,Entreprise,,LC FRANCE,1/1/2014,12/24/2015,Opérationnel,ACTIVITES DE CENTRES D'APPELS,419892336.0,Activités de centres d'appels,,BOULOGNE-BILLANCOURT,109.0,41.0,,170.0,,170.00,,30.00,,,,,,,,,,,,,,,
213,Entreprise,,GIE AXA,1/1/2014,12/24/2015,Opérationnel,"AXA a choisi d'héberger ses fonctions centrales dans un groupement d'intérêt économique (GIE). Un GIE est, en France, un groupement qui permet à ses membres de mettre en commun certaines de leurs activités afin de développer, améliorer ou accroître les résultats de celles-ci tout en conservant leur individualité._x000D_
",333491066.0,Autres activités de soutien aux entreprises n.c.a.,,PARIS,0.16,497.55,,0.19,,250.03,186.25,,,,,,3952.41,,,,,,,,,,182.33
214,Entreprise,,CLERDIS SAS,1/1/2014,12/26/2015,Opérationnel,"Hypermarché sous l'enseigne E.LECLERC (distributeur à dominante alimentaire) qui se place au niveau du consommateur final, en aval des fournisseurs.null",339812059.0,Hypermarchés,,Clermont-Ferrand,1425.0,48.0,,1121.0,,624.00,,,,,,,,,,,,,,,,,
